home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day,Continent,MaximumTemp_Month,MinimumTemp_Month,HomeTeamRank,AwayTeamRank,MatchResult
China PR,Brazil,0,4,FIFA World Cup,Wuhan,China PR,FALSE,2007,September,15,asia,28,21,15,4,0
Germany,Japan,2,0,FIFA World Cup,Hangzhou,China PR,TRUE,2007,September,17,asia,28,21,2,11,1
England,Argentina,6,1,FIFA World Cup,Chengdu,China PR,TRUE,2007,September,17,asia,28,21,8,35,1
Nigeria,USA,0,1,FIFA World Cup,Shanghai,China PR,TRUE,2007,September,18,asia,28,21,24,1,0
Korea DPR,Sweden,1,2,FIFA World Cup,Tianjin,China PR,TRUE,2007,September,18,asia,28,21,10,5,0
Norway,Ghana,7,2,FIFA World Cup,Hangzhou,China PR,TRUE,2007,September,20,asia,28,21,3,50,1
Australia,Canada,2,2,FIFA World Cup,Chengdu,China PR,TRUE,2007,September,20,asia,28,21,15,11,2
China PR,New Zealand,2,0,FIFA World Cup,Tianjin,China PR,FALSE,2007,September,20,asia,28,21,15,23,1
Brazil,Denmark,1,0,FIFA World Cup,Hangzhou,China PR,TRUE,2007,September,20,asia,28,21,4,8,1
Germany,Korea DPR,3,0,FIFA World Cup,Wuhan,China PR,TRUE,2007,September,22,asia,28,21,2,10,1
USA,England,3,0,FIFA World Cup,Tianjin,China PR,TRUE,2007,September,22,asia,28,21,1,8,1
China PR,Norway,0,1,FIFA World Cup,Wuhan,China PR,FALSE,2007,September,23,asia,28,21,15,3,0
Brazil,Australia,3,2,FIFA World Cup,Tianjin,China PR,TRUE,2007,September,23,asia,28,21,4,15,1
Germany,Norway,3,0,FIFA World Cup,Tianjin,China PR,TRUE,2007,September,26,asia,28,21,2,3,1
USA,Brazil,0,4,FIFA World Cup,Hangzhou,China PR,TRUE,2007,September,27,asia,28,21,1,4,0
Norway,USA,1,4,FIFA World Cup,Shanghai,China PR,TRUE,2007,September,30,asia,28,21,3,1,0
Germany,Brazil,2,0,FIFA World Cup,Shanghai,China PR,TRUE,2007,September,30,asia,28,21,2,4,1
India,Iran,3,1,AFC Asian Cup qualification,Gurgaon,India,FALSE,2007,October,20,Asia,33,27,56,58,1
Hong Kong,Philippines,2,3,AFC Asian Cup qualification,Hong Kong,Hong Kong,FALSE,2007,October,20,Asia,29,24,64,67,0
Singapore,Malaysia,0,2,AFC Asian Cup qualification,Singapore,Singapore,FALSE,2007,October,20,Asia,31,26,92,86,0
Hong Kong,Philippines,1,1,AFC Asian Cup qualification,Hong Kong,Hong Kong,FALSE,2007,October,22,Asia,29,24,64,67,2
England,Belarus,4,0,UEFA Euro qualification,Walsall,England,FALSE,2007,October,27,europe,15,10,8,38,1
Czech Republic,Spain,2,2,UEFA Euro qualification,Pilsen,Czech Republic,FALSE,2007,October,27,europe,14,6,25,20,2
Hungary,Italy,1,3,UEFA Euro qualification,Bük,Hungary,FALSE,2007,October,27,Europe,16,9,39,10,0
Republic of Ireland,Romania,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2007,October,27,Europe,13,10,31,36,1
Serbia,France,0,8,UEFA Euro qualification,Belgrade,Serbia,FALSE,2007,October,27,Europe,18,9,43,3,0
Slovakia,Scotland,0,3,UEFA Euro qualification,Senec,Slovakia,FALSE,2007,October,27,Europe,16,8,47,21,0
Denmark,Portugal,5,1,UEFA Euro qualification,Viborg,Denmark,FALSE,2007,October,27,Europe,12,10,8,41,1
Norway,Russia,3,0,UEFA Euro qualification,Stavanger,Norway,FALSE,2007,October,27,Europe,10,4,3,15,1
Iran,India,4,1,AFC Asian Cup qualification,Teheran,Iran,FALSE,2007,October,27,Asia,24,15,58,56,1
Malaysia,Singapore,0,1,AFC Asian Cup qualification,Paroi,Vietnam,TRUE,2007,October,27,Asia,31,25,86,92,0
Wales,Switzerland,0,2,UEFA Euro qualification,Rhyl,Wales,FALSE,2007,October,28,europe,14,10,56,26,0
Germany,Belgium,3,0,UEFA Euro qualification,Lübeck,Germany,FALSE,2007,October,28,Europe,14,7,2,27,1
Italy,Romania,5,0,UEFA Euro qualification,Parma,Italy,FALSE,2007,October,31,Europe,22,16,10,36,1
Slovenia,France,0,2,UEFA Euro qualification,Dravograd,Slovenia,FALSE,2007,October,31,Europe,14,6,59,3,0
Belgium,Wales,1,0,UEFA Euro qualification,Dessel,Belgium,FALSE,2007,October,31,Europe,15,9,27,56,1
Scotland,Denmark,0,1,UEFA Euro qualification,Perth,Scotland,FALSE,2007,October,31,europe,11,6,21,8,0
Netherlands,Germany,0,1,UEFA Euro qualification,Volendam,Netherlands,FALSE,2007,November,1,Europe,10,7,14,2,0
England,Spain,1,0,UEFA Euro qualification,Shrewsbury,England,FALSE,2007,November,25,europe,11,6,8,20,1
China PR,Finland,2,0,Four Nations Tournament,Guangzhou,China PR,FALSE,2008,January,16,asia,9,3,15,16,1
USA,Canada,4,0,Four Nations Tournament,Guangzhou,China PR,TRUE,2008,January,16,asia,9,3,1,11,1
China PR,Canada,0,0,Four Nations Tournament,Guangzhou,China PR,FALSE,2008,January,18,asia,9,3,15,11,2
USA,Finland,4,1,Four Nations Tournament,Guangzhou,China PR,TRUE,2008,January,18,asia,9,3,1,16,1
Canada,Finland,1,1,Four Nations Tournament,Guangzhou,China PR,TRUE,2008,January,20,asia,9,3,11,16,2
China PR,USA,0,1,Four Nations Tournament,Guangzhou,China PR,FALSE,2008,January,20,asia,9,3,15,1,0
Spain,Northern Ireland,4,0,UEFA Euro qualification,Aranda de Duero,Spain,FALSE,2008,February,16,Europe,13,4,20,77,1
Italy,Republic of Ireland,4,1,UEFA Euro qualification,Villacidro,Italy,FALSE,2008,February,16,Europe,13,8,10,31,1
Portugal,Slovakia,0,1,UEFA Euro qualification,Rio Maior,Portugal,FALSE,2008,February,16,Europe,16,9,41,47,0
Wales,Belgium,0,1,UEFA Euro qualification,Barry,Wales,FALSE,2008,February,17,europe,8,4,56,27,0
Wales,Netherlands,0,1,UEFA Euro qualification,Newport,Wales,FALSE,2008,February,20,europe,8,4,56,14,0
Portugal,Ukraine,0,1,UEFA Euro qualification,Abrantes,Portugal,FALSE,2008,February,21,Europe,16,9,41,23,0
Germany,Denmark,0,1,Algarve Cup,Faro,Portugal,TRUE,2008,March,5,Europe,18,10,2,8,0
Finland,Sweden,1,3,Algarve Cup,Lagos,Portugal,TRUE,2008,March,5,Europe,18,10,16,5,0
China PR,USA,0,4,Algarve Cup,Albufeira,Portugal,TRUE,2008,March,5,Europe,18,10,15,1,0
Norway,Italy,4,2,Algarve Cup,Alvor,Portugal,TRUE,2008,March,5,Europe,18,10,3,10,1
Iceland,Poland,2,0,Algarve Cup,Lagos,Portugal,TRUE,2008,March,5,Europe,18,10,17,31,1
Portugal,Republic of Ireland,2,0,Algarve Cup,Faro,Portugal,FALSE,2008,March,5,Europe,18,10,41,31,1
USA,Scotland,2,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,5,Europe,18,10,1,21,1
Canada,Russia,2,1,Cyprus Cup,Paralimni,Cyprus,TRUE,2008,March,5,Europe,18,10,11,15,1
Japan,Netherlands,3,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,5,Europe,18,10,11,14,1
Northern Ireland,England,0,2,UEFA Euro qualification,Lurgan,Northern Ireland,FALSE,2008,March,6,europe,9,3,77,8,0
Germany,Finland,3,0,Algarve Cup,Faro,Portugal,TRUE,2008,March,7,Europe,18,10,2,16,1
Denmark,Sweden,1,0,Algarve Cup,Lagos,Portugal,TRUE,2008,March,7,Europe,18,10,8,5,1
USA,Italy,2,0,Algarve Cup,Alvor,Portugal,TRUE,2008,March,7,Europe,18,10,1,10,1
Norway,China PR,3,1,Algarve Cup,Albufeira,Portugal,TRUE,2008,March,7,Europe,18,10,3,15,1
Portugal,Poland,3,1,Algarve Cup,Faro,Portugal,FALSE,2008,March,7,Europe,18,10,41,31,1
Republic of Ireland,Iceland,1,4,Algarve Cup,Lagos,Portugal,TRUE,2008,March,7,Europe,18,10,31,17,0
Scotland,Netherlands,0,1,Cyprus Cup,Paralimni,Cyprus,TRUE,2008,March,7,Europe,18,10,21,14,0
Japan,Canada,0,3,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,7,Europe,18,10,11,11,0
Russia,USA,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,7,Europe,18,10,15,1,1
Denmark,Finland,1,0,Algarve Cup,Lagos,Portugal,TRUE,2008,March,10,Europe,18,10,8,16,1
Sweden,Germany,0,2,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2008,March,10,Europe,18,10,5,2,0
China PR,Italy,0,2,Algarve Cup,Loulé,Portugal,TRUE,2008,March,10,Europe,18,10,15,10,0
USA,Norway,4,0,Algarve Cup,Alvor,Portugal,TRUE,2008,March,10,Europe,18,10,1,3,1
Portugal,Iceland,0,3,Algarve Cup,Vila Real de Santo António,Portugal,FALSE,2008,March,10,Europe,18,10,41,17,0
Poland,Republic of Ireland,0,1,Algarve Cup,Lagos,Portugal,TRUE,2008,March,10,Europe,18,10,31,31,0
Netherlands,USA,0,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,10,Europe,18,10,14,1,0
Russia,Japan,1,3,Cyprus Cup,Achna,Cyprus,TRUE,2008,March,10,Europe,18,10,15,11,0
Scotland,Canada,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2008,March,10,Europe,18,10,21,11,1
Republic of Ireland,Poland,2,2,Algarve Cup,Guia,Portugal,TRUE,2008,March,12,Europe,18,10,31,31,2
Portugal,China PR,1,1,Algarve Cup,Albufeira,Portugal,FALSE,2008,March,12,Europe,18,10,41,15,2
Finland,Iceland,0,3,Algarve Cup,Loulé,Portugal,TRUE,2008,March,12,Europe,18,10,16,17,0
Sweden,Italy,3,0,Algarve Cup,Olhão,Portugal,TRUE,2008,March,12,Europe,18,10,5,10,1
Germany,Norway,0,2,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2008,March,12,Europe,18,10,2,3,0
Denmark,USA,1,2,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2008,March,12,Europe,18,10,8,1,0
Russia,Scotland,3,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2008,March,12,Europe,18,10,15,21,1
Netherlands,Japan,1,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2008,March,12,Europe,18,10,14,11,0
Canada,USA,3,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2008,March,12,Europe,18,10,11,1,1
England,Czech Republic,0,0,UEFA Euro qualification,Doncaster,England,FALSE,2008,March,20,europe,10,4,8,25,2
Myanmar,Taiwan,0,3,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,TRUE,2008,March,24,Asia,36,26,44,40,0
Vietnam,Iran,4,1,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,FALSE,2008,March,24,Asia,36,26,32,58,1
Thailand,Malaysia,11,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,FALSE,2008,March,24,Asia,35,28,41,86,1
Korea Republic,Philippines,4,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,TRUE,2008,March,24,Asia,35,28,18,67,1
Vietnam,Taiwan,3,1,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,FALSE,2008,March,26,Asia,36,26,32,40,1
Iran,Myanmar,1,2,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,TRUE,2008,March,26,Asia,36,26,58,44,0
Malaysia,Korea Republic,0,13,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,TRUE,2008,March,26,Asia,35,28,86,18,0
Thailand,Philippines,9,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,FALSE,2008,March,26,Asia,35,28,41,67,1
Vietnam,Myanmar,1,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,FALSE,2008,March,28,Asia,36,26,32,44,1
Taiwan,Iran,2,3,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,TRUE,2008,March,28,Asia,36,26,40,58,0
Thailand,Korea Republic,0,4,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,FALSE,2008,March,28,Asia,35,28,41,18,0
Malaysia,Philippines,0,0,AFC Asian Cup qualification,Nakhon Ratchasima,Thailand,TRUE,2008,March,28,Asia,35,28,86,67,2
Hungary,Republic of Ireland,0,2,UEFA Euro qualification,Miskolc,Hungary,FALSE,2008,April,23,Europe,17,8,39,31,0
Greece,France,0,5,UEFA Euro qualification,Athens,Greece,FALSE,2008,April,23,Europe,19,13,62,3,0
Belgium,Netherlands,2,2,UEFA Euro qualification,Maasmechelen,Belgium,FALSE,2008,April,23,Europe,15,6,27,14,2
Slovakia,Denmark,1,4,UEFA Euro qualification,Senec,Slovakia,FALSE,2008,April,23,Europe,16,7,47,8,0
Czech Republic,Northern Ireland,4,0,UEFA Euro qualification,Roudnice nad Labem,Czech Republic,FALSE,2008,April,26,europe,15,5,25,77,1
Belgium,Switzerland,3,1,UEFA Euro qualification,Ath,Belgium,FALSE,2008,April,27,Europe,15,6,27,26,1
Denmark,Scotland,2,1,UEFA Euro qualification,Viborg,Denmark,FALSE,2008,April,27,Europe,9,5,8,21,1
Spain,Belarus,6,1,UEFA Euro qualification,Madrid,Spain,FALSE,2008,May,3,Europe,25,12,20,38,1
Hungary,Sweden,0,6,UEFA Euro qualification,Székesfehérvár,Hungary,FALSE,2008,May,3,Europe,21,11,39,5,0
Serbia,Slovenia,0,3,UEFA Euro qualification,Belgrade,Serbia,FALSE,2008,May,3,Europe,23,12,43,59,0
Portugal,Scotland,1,4,UEFA Euro qualification,Póvoa de Varzim,Portugal,FALSE,2008,May,3,Europe,23,14,41,21,0
Norway,Israel,7,0,UEFA Euro qualification,Kristiansand,Norway,FALSE,2008,May,3,Europe,15,5,3,63,1
Sweden,Italy,1,0,UEFA Euro qualification,Örebro,Sweden,FALSE,2008,May,7,Europe,14,7,5,10,1
Belgium,Germany,0,5,UEFA Euro qualification,Eupen,Belgium,FALSE,2008,May,7,Europe,18,9,27,2,0
Norway,Poland,3,0,UEFA Euro qualification,Stavanger,Norway,FALSE,2008,May,7,Europe,15,5,3,31,1
Belarus,England,1,6,UEFA Euro qualification,Minsk,Belarus,FALSE,2008,May,8,Europe,18,8,38,8,0
Spain,Czech Republic,4,1,UEFA Euro qualification,Madrid,Spain,FALSE,2008,May,8,Europe,25,12,20,25,1
France,Serbia,2,0,UEFA Euro qualification,Saint-Brieuc,France,FALSE,2008,May,8,Europe,19,10,3,43,1
Switzerland,Wales,2,0,UEFA Euro qualification,Oberdorf,Switzerland,FALSE,2008,May,8,Europe,19,7,26,56,1
Portugal,Denmark,0,4,UEFA Euro qualification,Fão,Portugal,FALSE,2008,May,8,Europe,23,14,41,8,0
Romania,Italy,1,6,UEFA Euro qualification,Buftea,Romania,FALSE,2008,May,24,Europe,24,13,36,10,0
Northern Ireland,Spain,0,3,UEFA Euro qualification,Newry,Northern Ireland,FALSE,2008,May,28,europe,14,7,77,20,0
Romania,Hungary,3,1,UEFA Euro qualification,Oradea,Romania,FALSE,2008,May,28,Europe,24,13,36,39,1
Serbia,Iceland,0,4,UEFA Euro qualification,Kragujevac,Serbia,FALSE,2008,May,28,Europe,23,12,43,17,0
Slovenia,Greece,3,1,UEFA Euro qualification,Dravograd,Slovenia,FALSE,2008,May,28,Europe,20,8,59,62,1
Denmark,Slovakia,6,1,UEFA Euro qualification,Viborg,Denmark,FALSE,2008,May,28,Europe,13,9,8,47,1
Scotland,Ukraine,0,1,UEFA Euro qualification,Perth,Scotland,FALSE,2008,May,28,europe,12,5,21,23,0
Poland,Austria,2,4,UEFA Euro qualification,Kutno,Poland,FALSE,2008,May,28,Europe,19,9,31,21,0
Korea DPR,Thailand,5,0,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,28,Asia,34,27,10,41,1
Vietnam,China PR,0,1,AFC Asian Cup,Ho Chi Minh City,Vietnam,FALSE,2008,May,28,Asia,34,27,32,15,0
Germany,Wales,4,0,UEFA Euro qualification,Kassel,Germany,FALSE,2008,May,29,Europe,19,9,2,56,1
Russia,Israel,4,0,UEFA Euro qualification,Krasnoarmeysk,Russia,FALSE,2008,May,29,Europe,19,9,15,63,1
Australia,Taiwan,4,0,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,29,Asia,34,27,15,40,1
Japan,Korea Republic,1,3,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,29,Asia,34,27,11,18,0
Vietnam,Korea DPR,0,3,AFC Asian Cup,Ho Chi Minh City,Vietnam,FALSE,2008,May,30,Asia,34,27,32,10,0
Thailand,China PR,1,5,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,30,Asia,34,27,41,15,0
Taiwan,Japan,0,11,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,31,Asia,34,27,40,11,0
Korea Republic,Australia,0,2,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,May,31,Asia,34,27,18,15,0
China PR,Korea DPR,0,1,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,1,Asia,32,26,15,10,0
Vietnam,Thailand,1,0,AFC Asian Cup,Ho Chi Minh City,Vietnam,FALSE,2008,June,1,Asia,32,26,32,41,1
Australia,Japan,1,3,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,2,Asia,32,26,15,11,0
Korea Republic,Taiwan,2,0,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,2,Asia,32,26,18,40,1
Korea DPR,Australia,3,0,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,5,Asia,32,26,10,15,1
Japan,China PR,1,3,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,5,Asia,32,26,11,15,0
Australia,Japan,0,3,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,8,Asia,32,26,15,11,0
Korea DPR,China PR,2,1,AFC Asian Cup,Ho Chi Minh City,Vietnam,TRUE,2008,June,8,Asia,32,26,10,15,1
Korea Republic,New Zealand,2,1,Peace Queen Cup,Suwon,South Korea,FALSE,2008,June,14,Asia,25,19,18,23,1
Canada,Argentina,5,0,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,14,Asia,25,19,11,35,1
USA,Australia,2,1,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,15,Asia,25,19,1,15,1
Brazil,Italy,2,1,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,15,Asia,25,19,4,10,1
Korea Republic,Canada,1,3,Peace Queen Cup,Suwon,South Korea,FALSE,2008,June,16,Asia,25,19,18,11,0
Argentina,New Zealand,0,1,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,16,Asia,25,19,35,23,0
USA,Brazil,1,0,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,17,Asia,25,19,1,4,1
Italy,Australia,0,3,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,17,Asia,25,19,10,15,0
New Zealand,Canada,0,2,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,18,Asia,25,19,23,11,0
Korea Republic,Argentina,2,0,Peace Queen Cup,Suwon,South Korea,FALSE,2008,June,18,Asia,25,19,18,35,1
Australia,Brazil,1,0,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,19,Asia,25,19,15,4,1
Italy,USA,0,2,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,19,Asia,25,19,10,1,0
Iceland,Slovenia,5,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,2008,June,21,Europe,12,8,17,59,1
Austria,Norway,0,4,UEFA Euro qualification,Amstetten,Austria,FALSE,2008,June,21,Europe,23,14,21,3,0
Canada,USA,0,1,Peace Queen Cup,Suwon,South Korea,TRUE,2008,June,21,Asia,25,19,11,1,0
Ukraine,Denmark,1,0,UEFA Euro qualification,Chernihiv,Ukraine,FALSE,2008,June,22,Europe,23,13,23,8,1
Republic of Ireland,Sweden,0,5,UEFA Euro qualification,Bray,Republic of Ireland,FALSE,2008,June,25,Europe,15,11,31,5,0
Israel,Austria,0,2,UEFA Euro qualification,Beit She'an,Israel,FALSE,2008,June,25,Asia,34,20,63,21,0
Poland,Norway,0,3,UEFA Euro qualification,Kutno,Poland,FALSE,2008,June,25,Europe,24,13,31,3,0
Czech Republic,Belarus,3,1,UEFA Euro qualification,Ludgeřovice,Czech Republic,FALSE,2008,June,26,europe,22,12,25,38,1
Iceland,Greece,7,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,2008,June,26,Europe,12,8,17,62,1
Northern Ireland,Belarus,1,1,UEFA Euro qualification,Newry,Northern Ireland,FALSE,2008,July,25,europe,17,11,77,38,2
Argentina,Canada,1,2,Olympic Games,Tianjin,China PR,TRUE,2008,August,6,asia,32,25,35,11,0
China PR,Sweden,2,1,Olympic Games,Tianjin,China PR,FALSE,2008,August,6,asia,32,25,15,5,1
Germany,Brazil,0,0,Olympic Games,Shenyang,China PR,TRUE,2008,August,6,asia,32,25,2,4,2
Korea DPR,Nigeria,1,0,Olympic Games,Shenyang,China PR,TRUE,2008,August,6,asia,32,25,10,24,1
Japan,New Zealand,2,2,Olympic Games,Qinhuangdao,China PR,TRUE,2008,August,6,asia,32,25,11,23,2
Norway,USA,2,0,Olympic Games,Qinhuangdao,China PR,TRUE,2008,August,6,asia,32,25,3,1,1
Sweden,Argentina,1,0,Olympic Games,Tianjin,China PR,TRUE,2008,August,9,asia,32,25,5,35,1
China PR,Canada,1,1,Olympic Games,Tianjin,China PR,FALSE,2008,August,9,asia,32,25,15,11,2
Nigeria,Germany,0,1,Olympic Games,Shenyang,China PR,TRUE,2008,August,9,asia,32,25,24,2,0
Brazil,Korea DPR,2,1,Olympic Games,Shenyang,China PR,TRUE,2008,August,9,asia,32,25,4,10,1
USA,Japan,1,0,Olympic Games,Qinhuangdao,China PR,TRUE,2008,August,9,asia,32,25,1,11,1
New Zealand,Norway,0,1,Olympic Games,Qinhuangdao,China PR,TRUE,2008,August,9,asia,32,25,23,3,0
China PR,Argentina,2,0,Olympic Games,Qinhuangdao,China PR,FALSE,2008,August,12,asia,32,25,15,35,1
Sweden,Canada,2,1,Olympic Games,Beijing,China PR,TRUE,2008,August,12,asia,32,25,5,11,1
Korea DPR,Germany,0,1,Olympic Games,Tianjin,China PR,TRUE,2008,August,12,asia,32,25,10,2,0
Nigeria,Brazil,1,3,Olympic Games,Beijing,China PR,TRUE,2008,August,12,asia,32,25,24,4,0
Norway,Japan,1,5,Olympic Games,Shanghai,China PR,TRUE,2008,August,12,asia,32,25,3,11,0
USA,New Zealand,4,0,Olympic Games,Shenyang,China PR,TRUE,2008,August,12,asia,32,25,1,23,1
USA,Canada,2,1,Olympic Games,Shanghai,China PR,TRUE,2008,August,15,asia,32,25,1,11,1
Brazil,Norway,2,1,Olympic Games,Tianjin,China PR,TRUE,2008,August,15,asia,32,25,4,3,1
Sweden,Germany,0,2,Olympic Games,Shenyang,China PR,TRUE,2008,August,15,asia,32,25,5,2,0
China PR,Japan,0,2,Olympic Games,Qinhuangdao,China PR,FALSE,2008,August,15,asia,32,25,15,11,0
Brazil,Germany,4,1,Olympic Games,Shanghai,China PR,TRUE,2008,August,18,asia,32,25,4,2,1
USA,Japan,4,2,Olympic Games,Beijing,China PR,TRUE,2008,August,18,asia,32,25,1,11,1
Germany,Japan,2,0,Olympic Games,Beijing,China PR,TRUE,2008,August,21,asia,32,25,2,11,1
Brazil,USA,0,1,Olympic Games,Beijing,China PR,TRUE,2008,August,21,asia,32,25,4,1,0
Russia,Austria,3,1,UEFA Euro qualification,Krasnoarmeysk,Russia,FALSE,2008,August,27,Europe,24,14,15,21,1
Netherlands,Switzerland,1,1,UEFA Euro qualification,The Hague,Netherlands,FALSE,2008,August,30,Europe,21,16,14,26,2
Sweden,Romania,2,0,UEFA Euro qualification,Västerås,Sweden,FALSE,2008,September,27,Europe,16,10,5,36,1
Greece,Serbia,0,5,UEFA Euro qualification,Athens,Greece,FALSE,2008,September,27,Europe,28,22,62,43,0
France,Iceland,2,1,UEFA Euro qualification,La Roche-sur-Yon,France,FALSE,2008,September,27,Europe,22,13,3,17,1
Netherlands,Belgium,3,0,UEFA Euro qualification,Volendam,Netherlands,FALSE,2008,September,27,Europe,19,13,14,27,1
Ukraine,Portugal,1,1,UEFA Euro qualification,Chernihiv,Ukraine,FALSE,2008,September,27,Europe,20,10,23,41,2
Poland,Russia,1,4,UEFA Euro qualification,Kutno,Poland,FALSE,2008,September,27,Europe,20,11,31,15,0
Czech Republic,England,1,5,UEFA Euro qualification,Prague,Czech Republic,FALSE,2008,September,28,europe,20,11,25,8,0
Scotland,Slovakia,6,0,UEFA Euro qualification,Perth,Scotland,FALSE,2008,September,28,europe,14,8,21,47,1
Sweden,Republic of Ireland,1,0,UEFA Euro qualification,Trelleborg,Sweden,FALSE,2008,October,1,Europe,10,6,5,31,1
Switzerland,Germany,0,3,UEFA Euro qualification,Basel,Switzerland,FALSE,2008,October,1,Europe,15,5,26,2,0
Denmark,Ukraine,1,0,UEFA Euro qualification,Viborg,Denmark,FALSE,2008,October,1,Europe,12,10,8,23,1
Spain,England,2,2,UEFA Euro qualification,Zamora,Spain,FALSE,2008,October,2,Europe,23,13,20,8,2
Italy,Hungary,3,0,UEFA Euro qualification,Montereale Valcellina,Italy,FALSE,2008,October,2,Europe,22,16,10,39,1
Greece,Slovenia,4,6,UEFA Euro qualification,Athens,Greece,FALSE,2008,October,2,Europe,22,17,62,59,0
Russia,Norway,0,0,UEFA Euro qualification,Krasnoarmeysk,Russia,FALSE,2008,October,2,Europe,9,3,15,3,2
Czech Republic,Italy,0,1,UEFA Euro qualification,Prague 20,Czech Republic,FALSE,2008,October,25,europe,14,6,25,10,0
Spain,Netherlands,0,2,UEFA Euro qualification,Madrid,Spain,FALSE,2008,October,25,Europe,23,13,20,14,0
Republic of Ireland,Iceland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2008,October,26,Europe,13,10,31,17,2
Scotland,Russia,2,3,UEFA Euro qualification,Edinburgh,Scotland,FALSE,2008,October,26,europe,11,6,21,15,0
Slovenia,Ukraine,0,3,UEFA Euro qualification,Dravograd,Slovenia,FALSE,2008,October,26,Europe,14,6,59,23,0
Italy,Czech Republic,2,1,UEFA Euro qualification,Gubbio,Italy,FALSE,2008,October,29,Europe,22,16,10,25,1
Iceland,Republic of Ireland,3,0,UEFA Euro qualification,Reykjavík,Iceland,FALSE,2008,October,30,Europe,6,4,17,31,1
Russia,Scotland,1,2,UEFA Euro qualification,Nalchik,Russia,FALSE,2008,October,30,Europe,9,3,15,21,0
Netherlands,Spain,2,0,UEFA Euro qualification,Volendam,Netherlands,FALSE,2008,October,30,Europe,15,10,14,20,1
Ukraine,Slovenia,2,0,UEFA Euro qualification,Chernihiv,Ukraine,FALSE,2008,October,30,Europe,13,6,23,59,1
Equatorial Guinea,Cameroon,1,0,African Championship,Malabo,Equatorial Guinea,FALSE,2008,November,15,Africa,27,26,55,47,1
Mali,Congo,0,1,African Championship,Malabo,Equatorial Guinea,TRUE,2008,November,15,Africa,27,26,82,110,0
Nigeria,Ghana,1,1,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,16,Africa,27,26,24,50,2
South Africa,Tunisia,2,1,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,16,Africa,27,26,55,78,1
Cameroon,Mali,2,1,African Championship,Malabo,Equatorial Guinea,TRUE,2008,November,18,Africa,27,26,47,82,1
Equatorial Guinea,Congo,5,2,African Championship,Malabo,Equatorial Guinea,FALSE,2008,November,18,Africa,27,26,55,110,1
